"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","61234","passes","template spec","Wed Nov 20 10:39:05 CET 2024","passed","Wed Nov 20 10:40:06 CET 2024","","","",""
